"","country","risk.2023and2024.from2022","rank.2023and2024.from2022","risk.2023only.from2022","riskrank.2023only.from2022","risk.2022and2023.from2021","rank.2022and2023.from2021","mean_mk_onset","mk_onset_prev_year","year","year_sq","mk_ever","mk_ongoing_count_log","newcountry","widetargeting","narrowtargeting","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","countryage_new_ln","wdi.popsize.log2","gdppcgrowth.combined","ios.iccpr1","includesnonstate","minorityrule","battledeaths.ln2","judicialreform","religiousfreedom","pol_killing_approved","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","ses_power_dist","tradeshare.log2.combined","coup.try.5yr","efindex","discrimpop","partyban.new.0","partyban.new.1","partyban.new.2","v2csgender_binary","v2mecenefm_binary","imr.fwd.fill.sqrt","ccode","year_l1","year_sq_l1"
"62","Senegal",0.006601,62,0.004901,65,0.006826,63,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,5.97727992349992,24.0456397781486,0.0411225792191769,1,1,0,0,1,4,0,0.917,0,0,0,0,1.047,-2.64418775543878,0,0.747,0,0,0,1,0,0,5.28541912828678,433,2021,4084441
"63","Burundi",0.006203,63,0.004028,72,0.01349,46,0.0333333333333333,0,2022,4088484,1,0,0,0,0,1,0,0,0,0,5.93073733756289,23.6197014715296,0.0061189467392556,0,1,0,7.876516946565,1,4,0,0.171,0,1,0,1,0.202,-4.31010530163194,0,0.308,0,0,1,0,0,1,5.92514571421404,516,2021,4084441
"64","Nicaragua",0.006199,64,0.004437,69,0.006879,62,0.025974025974026,0,2022,4088484,1,0,0,0,0,0,0,0,0,0,6.28540221886225,22.7282477166516,0.076218345843733,1,1,1,0,0,3,0,0.043,1,0,1,1,-1.078,-2.07692844284113,0,0.544,0,0,1,0,0,1,3.26651175603753,93,2021,4084441
"65","Lebanon",0.005315,65,0.004301,70,0.005501,66,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,6.28540221886225,22.388306129783,-0.0948506188303039,0,1,0,0,1,4,0,0.694,0,0,0,1,-0.47,-2.68049813324215,0,0.133,0.1,0,0,1,0,1,2.33070560559484,660,2021,4084441
"66","Argentina",0.005192,66,0.005711,58,0.005112,68,0.012987012987013,0,2022,4088484,1,0,0,0,0,0,0,0,0,0,6.28540221886225,25.4624767482447,0.0755528392520906,1,1,0,0,1,4,0,0.962,0,0,0,0,1.878,-4.11160712036323,0,0.158,0,0,0,1,0,0,2.73274588569048,160,2021,4084441
"67","Peru",0.004992,67,0.006014,55,0.004649,70,0.012987012987013,0,2022,4088484,1,0,0,0,0,0,0,0,0,0,6.28540221886225,25.0211340059451,0.100853245918536,1,1,0,0,1,4,0,0.921,0,0,0,1,1.179,-3.15757542623952,0,0.618,0,0,0,1,0,0,2.82439889438232,135,2021,4084441
"68","Sri Lanka (Ceylon)",0.004877,68,0.003654,75,0.02076,35,0.0540540540540541,0,2022,4088484,1,0,0,0,0,0,0,0,0,1,6.22881869049588,24.402821073107,0.0213720265063632,1,1,0,0,1,3,0,0.712,0,1,0,1,0.231,-3.51992942737722,0,0.323,0.11,0,0,1,0,0,2.36392392213553,780,2021,4084441
"69","Brazil",0.004806,69,0.005362,62,0.005128,67,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,27.6818635239698,0.0292742471897563,0,1,0,0,1,3,0,0.654,0,0,0,1,-0.755,-3.78672227306793,0,0.559,0,0,0,1,0,1,3.11610213494428,140,2021,4084441
"70","Bhutan",0.004755,70,0.00349,77,0.004629,71,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,1,5.28540221886225,19.5776482576084,0.0249139348792301,0,1,0,0,1,2,0,0.751,0,0,0,0,1.27,-2.5687604955326,0,0.651,0.2,0,1,0,0,0,4.49601236753183,760,2021,4084441
"71","Eritrea",0.004408,71,0.004025,73,0.008514,57,0,0,2022,4088484,1,0,0,0,0,1,0,0,0,0,4.90689059560852,21.812854162252,0.05,0,1,1,0,1,1,0,0.18,0,0,1,1,0.75,-2.47400075351197,0,0.659,0.11,1,0,0,1,1,5.38239992649344,531,2021,4084441
"72","Venezuela",0.00429,72,0.004846,66,0.004434,72,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,24.7543851744233,-0.17,1,1,1,0,1,3,0,0.309,0,0,0,1,1.077,-1.18774618442852,0,0.52,0,0,1,0,0,1,4.11651579386386,101,2021,4084441
"73","El Salvador",0.004016,73,0.004135,71,0.00425,73,0.025974025974026,0,2022,4088484,1,0,0,0,0,0,0,0,0,0,6.28540221886225,22.5952301596284,0.0799566472403339,1,1,1,0,0,4,0,0.513,0,0,0,1,-0.51,-2.52720342711935,0,0.165,0,0,0,1,0,1,2.95852408279606,92,2021,4084441
"74","United States of America",0.004015,74,0.004664,68,0.003846,74,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,28.3121922157925,0.0378971390513409,0,1,0,0,1,4,0,0.946,0,0,0,0,0.72,-4.47794733276568,0,0.527,0,0,0,1,0,0,2.32236284984577,2,2021,4084441
"75","Kyrgyz Republic",0.003789,75,0.003646,76,0.003311,78,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,1,5,22.6978032772742,0.0210029059085999,1,1,0,0,1,3,0,0.703,0,0,0,1,0.143,-2.21348109660441,0,0.487,0.138,0,0,1,0,1,3.67760017679072,703,2021,4084441
"76","Korea, People's Republic of",0.003309,76,0.002536,89,0.003476,77,0.0135135135135135,0,2022,4088484,1,1,0,1,0,0,1,0,0,0,6.22881869049588,24.6358549285832,-0.016580903,0,1,1,0,1,0,1,0.018,0,1,1,1,-0.992,-4.10009008289433,0,0.02,0,1,0,0,1,1,2.80339070352632,731,2021,4084441
"77","Uzbekistan",0.00313,77,0.003194,79,0.003231,79,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,1,5,25.0873218490539,0.0522374177447122,1,1,1,0,1,2,0,0.436,0,0,0,1,-0.317,-2.83404901663821,0,0.313,0,1,0,0,0,1,3.16851380911985,704,2021,4084441
"78","Ukraine",0.00308,78,0.002438,91,0.0037,76,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,5,25.1794960827678,0.0192760680120381,1,1,0,4.90689059560852,0,3,0,0.728,0,0,0,0,0.274,-2.51063500815918,0,0.37,0,0,1,0,0,1,2.45827344213627,369,2021,4084441
"79","Bosnia-Herzegovina",0.003071,79,0.002952,81,0.003061,81,0,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,4.95419631038687,21.6246767801183,0.0496311532220454,1,1,0,0,1,4,0,0.729,0,0,0,1,0.836,-2.19209541280586,0,0.637,0.01,0,0,1,0,0,2.30139177309995,346,2021,4084441
"80","Bulgaria",0.002995,80,0.002048,97,0.0007827,134,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,22.6242405852018,0.0256539436714116,1,1,0,0,1,4,0,0.904,0,0,0,0,1.15,-1.80915418075854,0,0.289,0.002,0,0,1,0,0,2.37735663178938,355,2021,4084441
"81","Mexico",0.002984,81,0.003948,74,0.002867,83,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,26.9259686808558,0.0307318050755362,1,1,0,0,1,4,0,0.822,0,0,0,1,0.795,-2.47876021286508,0,0.587,0,0,0,1,0,1,3.23854103146021,70,2021,4084441
"82","United Arab Emirates",0.002983,82,0.002906,82,0.003149,80,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,5.70043971814109,23.1705279612533,0.0235092393659562,0,1,1,0,1,3,0,0.388,0,0,0,1,-0.856,-1.48973333405103,0,0.684,0,1,0,0,0,1,2.48877854276233,696,2021,4084441
"83","Georgia",0.002962,83,0.002833,83,0.0006593,144,0.032258064516129,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,5,21.8239603724468,0.0763332452613391,1,1,0,0,1,3,0,0.844,0,0,0,1,0.957,-2.06667492175286,0,0.367,0,0,0,1,0,0,2.53869100154337,372,2021,4084441
"84","Mauritius",0.002945,84,0.002517,90,0.0007552,139,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,5.78135971352466,20.2678782397103,0.0245253038003306,1,1,0,0,1,4,0,0.781,0,0,0,1,0.458,-2.02140790521657,0,0.466,0,0,0,1,0,1,3.75220415980777,590,2021,4084441
"85","Korea, Republic of",0.002942,85,0.002207,96,0.002987,82,0.0135135135135135,0,2022,4088484,1,0,0,0,0,0,1,0,0,0,6.22881869049588,25.621653644757,0.0243690183175453,1,1,0,0,1,4,0,0.967,0,1,0,0,1.023,-2.35390625875802,0,0.095,0,0,0,1,0,0,1.38913100223874,732,2021,4084441
"86","South Sudan",0.002905,86,0.00609,53,0.001276,108,0.0909090909090909,0,2022,4088484,1,1.58496250072116,0,1,0,1,0,0,0,0,3.58496250072116,23.3795661000011,-0.052,0,1,1,0,1,3,0,0.194,1,0,0,1,-1.425,-1.86337608551853,0,0.73,0.04,0,1,0,1,1,8.0441011364601,626,2021,4084441
"87","Comoros",0.002845,87,0.002355,92,0.002725,84,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,4.8073549220576,19.6744784997145,0.0106489875140736,0,1,0,0,1,2,0,0.291,0,0,0,0,0.945,-3.47731061381046,0,0.054,0,0,0,1,0,1,6.14061418173865,581,2021,4084441
"88","Fiji",0.002803,88,0.002279,94,0.002117,93,0,0,2022,4088484,0,0,0,0,0,0,1,0,0,0,5.7279204545632,19.8265081442943,-0.0420650020462626,0,1,0,0,1,3,0,0.531,0,0,0,1,0.525,-2.18163850789401,0,0.528,0,0,0,1,0,1,4.83470718638865,950,2021,4084441
"89","Kuwait",0.002625,89,0.002672,86,0.002532,86,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,5.85798099512757,22.0254238120232,0.00212398090859342,0,1,0,0,1,3,0,0.528,0,0,0,1,-0.196,-2.3310499029,0,0.765,0.03,1,0,0,0,0,2.78801596323983,690,2021,4084441
"90","Rumania",0.00257,90,0.001829,100,0.002671,85,0.025974025974026,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,6.28540221886225,24.1762019170439,0.0396071523559331,1,1,0,0,1,3,0,0.969,0,1,0,0,0.531,-2.43494128001915,0,0.207,0,0,0,1,0,0,2.37029330364311,360,2021,4084441
"91","Guatemala",0.002568,91,0.003276,78,0.002364,89,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,24.0490879182711,0.0531189746660879,1,1,1,0,1,4,0,0.677,1,0,0,1,-0.313,-3.26296676294746,0,0.511,0,0,0,1,0,1,4.23245285739755,90,2021,4084441
"92","Bahrain",0.002566,92,0.002714,84,0.004811,69,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,5.04439411935845,20.4895745840229,0.00964498672591871,0,1,1,0,0,2,0,0.253,1,0,0,1,-1.83,-1.55566159263194,0,0.582,0.35,1,0,0,0,1,2.41701331975516,692,2021,4084441
"93","Canada",0.002429,93,0.002987,80,0.002256,91,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,25.2143753771399,0.0288107695512383,1,1,0,0,1,4,0,0.927,0,0,0,0,1.722,-2.93304556575763,0,0.73,0,0,0,1,0,0,2.16953419336782,20,2021,4084441
"94","Namibia",0.002416,94,0.00271,85,0.002212,92,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,5.04439411935845,21.2916586094136,0.0113281718783361,1,1,0,0,1,4,0,0.851,0,0,0,1,0.818,-2.40019838180799,0,0.76,0,0,0,1,0,0,5.32457739266967,565,2021,4084441
"95","Djibouti",0.002277,95,0.002349,93,0.002093,94,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,4.4594316186373,20.0961605016828,0.0267344876202978,1,1,0,0,1,3,0,0.536,0,0,0,1,-0.413,-1.02450617221107,0,0.649,0,0,1,0,0,1,6.67364526415693,522,2021,4084441
"96","Israel",0.002263,96,0.001794,102,0.00241,87,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,6.22881869049588,23.1871599401515,0.0585337665868179,0,1,0,6.40939093613771,1,4,0,0.932,0,1,0,0,0.755,-3.10077189541752,0,0.376,0.43,0,0,1,0,0,1.50667722255905,666,2021,4084441
"97","Ghana",0.00222,97,0.001926,99,0.002399,88,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,6.04439411935845,24.9966182142608,0.0353174570117739,1,1,0,0,2,4,0,0.929,0,1,0,0,0.913,-3.32589759423361,0,0.736,0,0,0,1,0,0,5.49785009049504,452,2021,4084441
"98","Benin",0.002151,98,0.001829,101,0.001941,95,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,5.97727992349992,23.6706458769446,0.0455132471288246,1,1,0,4.95419631038688,1,4,0,0.807,0,1,0,0,0.956,-3.37564175948296,0,0.764,0,0,0,1,0,0,7.38115325530938,434,2021,4084441
"99","Poland",0.002027,99,0.001611,107,0.002283,90,0.012987012987013,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,6.28540221886225,25.1627551441433,0.0384011756414255,1,1,0,0,0,4,0,0.841,0,1,0,0,2.295,-1.98115328788875,0,0.069,0,0,0,1,0,1,1.76209534383485,290,2021,4084441
"100","Ecuador",0.001935,100,0.002668,87,0.001765,100,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,24.1015737182647,0.0261243897342555,1,1,0,0,1,4,0,0.959,0,0,0,1,0.605,-3.17737936150662,0,0.528,0,0,0,1,0,0,3.02590119822827,130,2021,4084441
"101","Honduras",0.001873,101,0.002242,95,0.001784,98,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,23.314631367823,0.0941675797305998,1,1,0,0,1,4,0,0.896,0,0,0,1,-1.437,-2.21025278964496,0,0.229,0,0,0,1,0,0,3.63814511231468,91,2021,4084441
"102","Paraguay",0.001872,102,0.002537,88,0.00175,101,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,22.6930121474383,0.025834390485312,1,1,1,0,1,4,0,0.814,1,0,0,1,-0.195,-2.78423670864807,0,0.179,0,0,0,1,0,0,3.82668886803526,150,2021,4084441
"103","Cyprus",0.001775,103,0.001337,110,0.001856,96,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,5.97727992349992,20.2552130270116,0.0365982201359693,1,1,0,0,2,4,0,0.918,0,0,0,0,1.962,-1.33639971135376,0,0.347,0,0,0,1,0,0,1.36222559751901,352,2021,4084441
"104","Saudi Arabia",0.001769,104,0.001788,103,0.001786,97,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,6.28540221886225,25.1177846483959,0.0179718327502952,0,1,1,0,1,0,0,0.187,1,1,0,1,-1.67,-3.0338644429987,0,0.224,0.17,1,0,0,1,1,2.29666125783028,670,2021,4084441
"105","Hungary",0.001736,105,0.001433,108,0.00178,99,0.012987012987013,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,6.28540221886225,23.2070979030706,0.0495850200783345,1,1,0,0,1,4,0,0.877,0,1,0,1,0.55,-1.32403118061162,0,0.232,0,0,0,1,0,1,1.66262796861504,310,2021,4084441
"106","Yugoslavia",0.001584,106,0.001309,111,0.001601,102,0.051948051948052,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,6.28540221886225,22.6886103829412,0.0519845623291292,1,1,0,0,1,4,0,0.789,0,1,0,1,0.706,-1.7934312022241,0,0.396,0.004,0,0,1,0,1,2.13201127872808,345,2021,4084441
"107","Panama",0.001573,107,0.001964,98,0.001419,104,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,6.28540221886225,22.0718829362876,0.117139231675262,1,1,0,0,1,4,0,0.923,0,0,0,1,-0.606,-2.77944622696037,0,0.612,0,0,0,1,0,0,3.54713937555323,95,2021,4084441
"108","Japan",0.001527,108,0.001265,112,0.001488,103,0,0,2022,4088484,0,0,0,0,0,0,1,0,0,0,6.28540221886225,26.8987947013298,0.00468816434558435,0,1,0,0,1,4,0,0.904,0,1,0,0,1.327,-3.88688622122078,0,0.019,0,0,0,1,0,0,1.34712156379367,740,2021,4084441
"109","Dominican Republic",0.001373,109,0.001743,105,0.001306,106,0.012987012987013,0,2022,4088484,1,0,0,0,0,0,0,0,0,0,6.28540221886225,23.4207031202896,0.0920185439918109,1,1,0,0,1,4,0,0.954,0,1,0,0,0.289,-3.21556382706917,0,0.453,0.023,0,0,1,0,0,5.02869854914982,42,2021,4084441
"110","Chile",0.001359,110,0.001751,104,0.001279,107,0.012987012987013,0,2022,4088484,1,0,0,0,0,0,0,0,0,0,6.28540221886225,24.2246250669085,0.0870682004862174,1,1,0,0,1,4,0,0.974,0,1,0,0,1.329,-2.75935180772518,0,0.439,0.099,0,0,1,0,0,2.43229573343536,155,2021,4084441
"111","Kazakhstan",0.001327,111,0.00137,109,0.001389,105,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,1,5,24.2259667033046,0.0241955375424406,1,1,1,0,1,2,0,0.533,0,1,0,1,0.291,-3.18142246606417,0,0.538,0,0,1,0,0,1,2.52790714208079,705,2021,4084441
"112","United Kingdom",0.001245,112,0.001024,119,0.001269,109,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,25.9970420282786,0.0524109344137195,0,1,0,0,1,4,0,0.971,0,1,0,0,0.749,-2.89422848469041,0,0.399,0,0,0,1,0,0,1.83032905351536,200,2021,4084441
"113","Australia",0.001171,113,0.0009724,122,0.001152,114,0,0,2022,4088484,0,0,0,0,0,0,1,0,0,0,6.28540221886225,24.630838953284,0.00349410543660911,1,1,0,0,1,4,0,0.964,0,1,0,0,0.838,-3.54633260776242,0,0.276,0,0,0,1,0,0,1.66844936837136,900,2021,4084441
"114","Spain",0.001148,114,0.0009659,123,0.001232,111,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,25.5049138270885,0.0334560710164859,1,1,0,0,1,4,0,0.957,0,1,0,0,1.157,-2.62368617180647,0,0.669,0,0,0,1,0,0,1.55680666587945,230,2021,4084441
"115","Botswana",0.001132,115,0.001011,120,0.001025,119,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,5.83289001416474,21.3267937314664,0.0845749449979976,0,1,0,0,1,4,0,0.802,0,1,0,0,0.351,-2.5515568144649,0,0.395,0,0,0,1,0,0,6.31438713582057,571,2021,4084441
"116","Trinidad and Tobago",0.001115,116,0.001735,106,0.0009858,120,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,5.93073733756289,20.5460843137358,-0.0166795777806653,1,1,0,0,1,4,0,0.905,0,0,0,1,0.506,-0.683064585489423,0,0.655,0,0,0,1,0,0,3.96346886202271,52,2021,4084441
"117","Lesotho",0.00111,117,0.001103,115,0.001056,118,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,5.83289001416474,21.1368515934966,-0.000271683422222469,1,1,0,0,1,4,0,0.858,0,1,0,0,1.097,-1.77694683154142,0,0.313,0,0,0,1,0,0,8.15685522898738,570,2021,4084441
"118","Germany",0.001098,118,0.0009629,124,0.001141,116,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,26.3252560905327,0.0151158565633187,1,1,0,0,1,4,0,0.976,0,1,0,0,1.723,-2.32399431384552,0,0.189,0,0,0,1,0,0,1.61818034139858,255,2021,4084441
"119","Tunisia",0.001075,119,0.001063,117,0.001203,112,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,6.06608919045777,23.5587221012254,0.0188070988246115,1,1,0,0,0,3,0,0.62,0,1,0,0,1.836,-2.1883055743648,0,0.034,0,0,0,1,0,0,3.42913661836193,616,2021,4084441
"120","France",0.001073,120,0.0008888,127,0.001237,110,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,26.0176657202786,0.0484941978559615,1,1,0,0,1,4,0,0.95,0,1,0,0,1.038,-2.82154467845204,0,0.1,0.006,0,0,1,0,0,1.64886149039219,220,2021,4084441
"121","Gambia",0.001005,121,0.001079,116,0.0009678,122,0,0,2022,4088484,0,0,0,0,0,1,0,0,0,0,5.85798099512757,21.3677261434585,0.0375313924997089,1,1,0,0,1,4,0,0.86,0,1,0,1,0.614,-3.95748757062949,0,0.762,0,0,0,1,0,0,5.65420389970182,420,2021,4084441
"122","Italy/Sardinia",0.0009487,122,0.0008316,129,0.0009803,121,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,25.8107069224378,0.0458722796767825,1,1,0,0,1,4,0,0.968,0,1,0,0,2.015,-2.74201474509359,0,0.11,0.001,0,0,1,0,0,1.49595074687581,325,2021,4084441
"123","East Timor",0.0009433,123,0.001177,114,0.0007795,135,0,0,2022,4088484,1,0,0,0,0,0,1,0,0,0,4.39231742277876,20.3551962186537,0.0274751712558803,0,1,0,0,2,4,0,0.863,0,1,0,0,0.578,-2.29921636630935,0,0.802,0,0,0,1,0,0,6.53236902961254,860,2021,4084441
"124","Mongolia",0.0009331,124,0.000807,130,0.0008347,129,0,0,2022,4088484,0,0,0,0,0,0,1,0,0,0,6.28540221886225,21.6964098067639,0.00305009226609539,1,1,0,0,2,4,0,0.833,0,1,0,1,-0.32,-1.71102432495011,0,0.315,0,0,0,1,0,0,3.18419341560139,712,2021,4084441
"125","Austria",0.0009226,125,0.0007187,137,0.0009215,123,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,23.1082947294873,0.0281636571435597,1,1,0,0,1,3,0,0.876,0,1,0,0,0.674,-2.00997856021861,0,0.248,0,0,0,1,0,0,1.57736899595414,305,2021,4084441
"126","New Zealand",0.0008901,126,0.0007374,135,0.0008458,125,0,0,2022,4088484,0,0,0,0,0,0,1,0,0,0,6.28540221886225,22.2888672003699,0.0294987810348531,1,1,0,0,1,4,0,0.982,0,1,0,0,0.711,-3.46342134544621,0,0.485,0,0,0,1,0,0,1.91675727730667,920,2021,4084441
"127","Czech Republic",0.0008645,127,0.0009964,121,0.0008559,124,0,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,4.90689059560852,23.3274639695104,0.0188058733874448,1,1,0,0,1,4,0,0.97,0,1,0,0,1.376,-1.65883301352934,0,0.262,0,0,0,1,0,0,1.5539636726961,316,2021,4084441
"128","Cuba",0.0008619,128,0.001048,118,0.0008357,128,0.012987012987013,0,2022,4088484,1,0,0,0,0,0,0,0,0,0,6.28540221886225,23.4185648902559,0.00168152672701884,0,1,0,0,1,2,0,0.074,0,1,1,1,2.029,-2.6565455969366,0,0.517,0,1,0,0,0,1,1.91156044234477,40,2021,4084441
"129","Netherlands",0.0008298,129,0.0007291,136,0.0008385,126,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,24.0774978628586,0.0326890182838415,1,1,0,0,1,4,0,0.947,0,1,0,0,1.925,-1.40345596930738,0,0.354,0,0,0,1,0,0,1.76204855136387,210,2021,4084441
"130","Switzerland",0.0008241,130,0.0007099,138,0.0008202,132,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,23.0641028049778,0.0216714612796059,0,1,0,0,1,4,0,0.972,0,1,0,0,1.21,-1.79302325223727,0,0.367,0,0,0,1,0,0,1.85956077132974,225,2021,4084441
"131","Greece",0.0008141,131,0.0006805,140,0.0008377,127,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,23.3329984808061,0.0597477404025537,1,1,0,0,1,3,0,0.921,0,1,0,0,2.219,-2.19539998467859,0,0.167,0.030000001,0,0,1,0,0,1.65985654110506,350,2021,4084441
"132","Oman",0.0008035,132,0.0008585,128,0.000829,130,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,6.14974711950468,22.1257495701127,0.0167530089119616,0,1,0,0,1,3,0,0.381,0,1,0,1,-0.885,-2.40176546402193,0,0.597,0,1,0,0,0,1,2.68449090476047,698,2021,4084441
"133","Belgium",0.0008034,133,0.0007034,139,0.0008227,131,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,23.4762327357946,0.0426002729053686,1,1,0,0,1,4,0,0.957,0,1,0,0,1.867,-1.25473578233226,0,0.592,0,0,0,1,0,0,1.68559522803709,211,2021,4084441
"134","Guyana",0.0007953,134,0.001212,113,0.0007054,142,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,0,5.83289001416474,19.6252914683182,0.154784732707033,1,1,0,0,1,4,0,0.854,0,0,0,1,1.051,-2.67539515013613,0,0.695,0,0,0,1,0,0,4.703275611912,110,2021,4084441
"135","Slovakia",0.0007911,135,0.0009101,126,0.0007598,138,0,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,4.90689059560852,22.3729861806193,0.016164271917306,1,1,0,0,1,4,0,0.959,0,1,0,0,1.217,-1.16796196289212,0,0.241,0,0,0,1,0,0,2.13752855759064,317,2021,4084441
"136","Singapore",0.0007831,136,0.0007446,134,0.0007262,140,0,0,2022,4088484,0,0,0,0,0,0,1,0,0,0,5.85798099512757,22.4265017673211,0.0538268358187083,0,1,1,0,1,3,0,0.689,0,1,0,1,0.994,-0.368845248810374,0,0.395,0,0,0,1,0,1,1.30225079040296,830,2021,4084441
"137","Portugal",0.0007731,137,0.0006477,141,0.0007646,137,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,23.3071650862595,0.0314206812939476,1,1,0,0,1,4,0,0.966,0,1,0,0,0.863,-2.26045781251191,0,0.22,0,0,0,1,0,0,1.43734868423012,235,2021,4084441
"138","Sweden",0.0007428,138,0.0006342,142,0.0007683,136,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,23.3220905749461,0.0307598446791906,1,1,0,0,1,4,0,0.914,0,1,0,0,1.55,-2.25875793360468,0,0.219,0,0,0,1,0,0,1.37432794018338,380,2021,4084441
"139","Turkmenistan",0.0007317,139,0.0009524,125,0.000724,141,0,0,2022,4088484,0,0,0,0,0,0,0,0,0,1,5,22.6165600609478,-0.0364779199914561,1,1,1,0,1,0,0,0.124,0,1,0,1,-1.701,-3.92351806967985,0,0.255,0,1,0,0,1,1,5.86889857573411,701,2021,4084441
"140","Albania",0.0006954,140,0.0005272,148,0.0007991,133,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,21.4043859134663,0.0614530026994851,1,1,0,0,1,4,0,0.841,0,1,0,0,-0.453,-2.55482359708903,0,0.139,0,0,0,1,0,1,2.56859741739734,339,2021,4084441
"141","Croatia",0.0006692,141,0.0007997,131,0.0006282,146,0,0,2022,4088484,1,0,0,0,0,0,0,1,0,0,5,21.8779251409578,0.077070590096527,1,1,0,0,1,4,0,0.863,0,1,0,1,0.646,-1.9350748814014,0,0.171,0,0,0,1,0,0,1.94281787670085,344,2021,4084441
"142","Denmark",0.0006523,142,0.0005727,144,0.0006639,143,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,22.4930259538929,0.0298810752080393,1,1,0,0,1,4,0,0.983,0,1,0,0,1.566,-1.90895770370551,0,0.177,0,0,0,1,0,0,1.74431402915845,390,2021,4084441
"143","Qatar",0.0006027,143,0.000798,132,0.0005643,150,0,0,2022,4088484,0,0,0,0,0,0,0,0,1,0,4.90689059560852,21.3619191502096,0.00388958546713994,0,1,1,0,1,1,0,0.103,1,1,0,1,-1.817,-2.41658299068676,0,0.708,0,1,0,0,0,1,2.15385341022209,694,2021,4084441
"144","Finland",0.0005925,144,0.0005409,146,0.0006302,145,0,0,2022,4088484,0,0,0,0,0,0,0,1,0,0,6.28540221886225,22.4058436551634,0.0198872889877842,1,1,0,0,1,4,0,0.971,0,1,0,0,2.395,-2.42534197445055,0,0.138,0,0,0,1,0,0,1.31779473993738,375,2021,4084441
